ID_Article,communityId,ID_RelatedVenue,title,year,abstract
2192449,14018,8806,OSBS: online storm-water billing system,2014,"Storm-water runoff costs the City of Bridgeport millions of dollars per year to treat. To reduce the storm-water runoff and help the city move toward a greener society, a capstone project team at Fairfield University developed the Online Storm-water Billing Systems (OSBS) which mathematically quantify runoff entering the sewer system from each parcel of impervious surface. Using the geo data provided by the city, the OSBS was implemented using ArcGIS Online with the capability of sharing and finding geographic information published by Esri, ArcGIS users, and other authoritative data providers. We used this online service to create a map for a Bridgeport city, upload the data layers containing information about each parcel, and configure a pop up to show specific data including tax billing information. The OSBS was developed using ArcGIS and HTML/CSS/JQuery. This paper provides information of GIS, Bridgeport GIS system, ArcGIS, and describes the details of the implementation of OSBS. Future enhancement of OSBS is also discussed."
1724920,14018,8806,Dreams: a framework for distributed synchronous coordination,2012,"Synchronous coordination systems, such as  Reo , exchange data via indivisible actions, while distributed systems are typically asynchronous and assume that messages can be delayed or get lost. To combine these seemingly contradictory notions, we introduce the Dreams framework. Coordination patterns in Dreams are described using a synchronous model based on the  Reo  language, whereas global system behaviour is given by the runtime composition of autonomous actors communicating asynchronously. Dreams also exploits the use of actors in the composition of synchronous coordination patterns to allow communication whenever possible, increasing the scalability of the implementation."
1630475,14018,8806,A systematic mapping on gamification applied to education,2014,"Gamification is a term that refers to the use of game elements in  non-game contexts  with the goal of engaging people in a variety of tasks. There is a growing interest in gamification as well as its applications and implications in the field of Education since it provides an alternative to engage and motivate students during the process of learning. Despite this increasing interest, to the best of our knowledge, there are no studies that cover and classify the types of research being published and the most investigated topics in the area. As a first step towards bridging this gap, we carried out a systematic mapping to synthesize an overview of the area. We went through 357 papers on gamification. Among them, 48 were related to education and only 26 met the criteria for inclusion and exclusion of articles defined in this study. These 26 papers were selected and categorized according to their contribution. As a result, we provide an overview of the area. Such an overview suggests that most studies focus on investigating how gamification can be used to motivate students, improve their skills, and maximize learning."
1652652,14018,8806,Implementing distributable real-time threads in the Linux kernel: programming interface and scheduling support,2012,"We present an implementation of Real-Time CORBA's distributable threads (DTs) as a first-class, end-to-end realtime programming and scheduling abstraction in the Linux kernel. We use Ingo Molnar's PREEMPT_RT kernel patch, which enables nearly complete kernel pre-emption, and add local (real-time) scheduling support to the Linux kernel, atop which we build DT scheduling support. We implement DTs using Linux's threading capabilities. Our implementation of a suite of independent and collaborative DT schedulers confirm the effectiveness of our implementation."
1447142,14018,8806,Deceit detection via online behavioral learning,2011,"Behavioral Psychologists generally believe that deception causes physiological reactions such as high blood pressure, increased heart rate, and an increased respiration rate. The physiological reaction is the consequence of arousal that is associated with high-stake deception [1]. A high-stake lie is one told when the person lying stands to get a notable gain, or faces a notable loss by telling the truth."
1511695,14018,8806,An evolutionary spline fitting algorithm for identifying filamentous cyanobacteria,2013,"Bright field cellular microscopy is a simple and non-invasive method for capturing cytological images. However, the resulting micrographs prove challenging for image segmentation, especially with samples that have tightly clustered or overlapping cells. Filamentous cyanobacteria grow as linearly arranged cells forming chain-like filaments that often touch and overlap. Existing bright field cell segmentation methods perform poorly with these bacteria, and are incapable of identifying the filaments. Existing filament tracking methods are rudimentary, and cannot reliably account for overlapping or parallel touching filaments. We propose a new approach for identifying filaments in bright field micrographs by combining information about both filaments and cells. This information is used by an evolutionary strategy to iteratively construct a continuous spline representation that tracks the medial line of the filaments. We demonstrate that overlapping and parallel touching filaments are segmented correctly in many difficult cases."
2019018,14018,8806,An empirical investigation of perceived reliability of open source Java programs,2012,"Background:  Open Source Software (OSS) is used by a continuously growing number of people, both end-users and developers. The quality of OSS is thus an issue of increasing interest. Specifically, OSS stakeholders need to trust OSS with respect to a number of qualities.    Objective:  This paper focuses on the level of trust that OSS stakeholders have in OSS reliability, one of the most important software qualities. The goal of the work reported here is to investigate to what extent the perception of reliability by users depends on objectively measurable characteristics of software.    Method:  We collected subjective user evaluations of the reliability of 22 Java OSS products, and then we measured their code characteristics that are generally believed to affect the quality of software. Finally, we carried out a correlational study to predict the perceived level of reliability of OSS based on the measured characteristics of the software code.    Result:  We obtained a set of statistically significant quantitative models, collectively called MOSST\REL, which account for the dependence of the perceived reliability of OSS on objectively observable qualities of Java code.    Conclusions:  The models we obtained can be used by: 1) endusers and developers that would like to reuse existing OSS products and components, to evaluate the perceived level of reliability of these OSS products that can be expected based on the characteristics of code; 2) the developers of OSS products, who can set code quality targets based on the level of perceived reliability they want to achieve."
2020215,14018,8806,"PRAM wear-leveling algorithm for hybrid main memory based on data buffering, swapping, and shifting",2012,"We propose a novel wear-leveling algorithm for the hybrid main memory architecture which exploits both fast read and write speed of DRAM and low power consumption and high density of PRAM. The wear-leveling algorithm consists of three techniques: DRAM buffering for reducing the write count, multiple data swapping for evening out the write count among all pages, and data shifting evening out the write count among all pages and lines. In order to evaluate performance, we implement a PIN-based wear-leveling simulator. In SPEC CPU2006, our proposed schemes can reduce the write count and maintain the write count equally among all pages and lines with little additional overhead."
1600959,14018,8806,Core BPEL: syntactic simplification of WS-BPEL 2.0,2012,"We present a core subset of the Web Services Business Process Execution Language 2.0 (WS-BPEL), called Core BPEL, and a complete, idempotent transformation from WS-BPEL to the Core BPEL subset. This has two benefits: (1) it clarifies the WS-BPEL semantics by showing how complex constructs map to a composition of simpler constructs, and (2) it reduces the effort required for working formally with WS-BPEL, as one, without loss of generality, needs only consider the much simpler Core BPEL.   We provide an XML Schema for Core BPEL, XSLT implementations of the presented transformations, and a web application where one may apply the transformations to WS-BPEL processes."
1225877,14018,8806,Effective tumor feature extraction for smart phone based microwave tomography breast cancer screening,2014,"Mobile Microwave Tomography (MMT) is a new alternative technique to detect breast cancer using smart phone based electronic healthcare system. In this paper, we propose a new solution to extract tumor information from MMT raw data for early breast cancer screening. MMT reflects water contents of breast tissue by measuring their electrical properties and sends permittivity and conductivity raw data to processing servers in hospital via WiFi or 3G/4G networks. In this approach we investigate three different sets of MMT tumor features and perform a comparative study to investigate their set of accuracy measurements for each classification. Through extensive empirical study of the classification results, we have identified the following six parameters as useful to extract tumor information: average permittivity of healthy tissue (APHT), average permittivity of probable tumor area (APPTA), maximum and minimum values of permittivity of probable tumor area (MaxPPTA, and MinPPTA), and energy values of healthy tissue (EVHT) and probable tumor area (EVPA)."
