ID_Article,communityId,ID_RelatedVenue,title,year,abstract
2594017,14127,235,Learning Compositional Semantics for Open Domain Semantic Parsing,2012,"This paper introduces a new approach to learning compositional semantics for open domain semantic parsing. Our approach is called Dependency-based Semantic Composition using Graphs (DeSCoG) and deviates from existing approaches in several ways. First, we remove the need of the lambda calculus by using a graph-based variant of Discourse Representation Structures to represent semantic building blocks and defining new combinatory operations for our graph structures. Second, we propose a probability model to approximate probability distributions over possible semantic compositions. And third, we use a variant of alignment algorithms from machine translation to learn a lexicon. On the Groningen Meaning Bank (a recently released, large-scale, domain-general, semantically annotated corpus; Basile et al. (2012)), where we preprocess sentences with an existing dependency parser, we achieve results significantly better than the baseline. On Geoquery we obtain performance comparable to semantic parsers that were developed specifically for that domain. Title and Abstract in Vietnamese Học Tổng hợp Ngữ nghĩa cho Phân tich Ngữ nghĩa Miền Mở Bai bao nay giới thiệu một phương phap mới cho học tổng hợp ngữ nghĩa trong phân tich ngữ nghĩa miền mở. Phương phap của chung toi được gọi la Dependency-based Semantic Composition using Graphs (DeSCoG) va khac biệt với cac phương phap co sẵn tren nhiều phương diện. Trước tien, chung toi loại bỏ sự cần thiết của phep tinh lambda bằng cach dung một biến thể dựa tren đồ thị cho Discourse Representation Structure để mieu tả cac khối ngữ nghĩa va định nghĩa cac phep kết hợp cho những đồ thị nay. Thứ hai, chung toi đề xuất một mo hinh xac suất để xấp xỉ những phân bố xac suất tren cac ngữ nghĩa tổng hợp co thể co. Va thứ ba, chung toi dung một biến thể của cac thuật toan giong hang từ dịch may để học tập từ vựng. Thực nghiệm tren Groningen Meaning Bank (một ngữ liệu vừa được cong bố, lớn, tổng quat, va đa được gan nhan ngữ nghĩa; Basile et al. (2012)), với cac câu được tiền xử lý bằng một bộ phân tich phụ thuộc co sẵn, chung toi đạt được kết quả tốt hơn rất nhiều so với phương phap cơ sở. Đối với Geoquery, chung toi co được kết quả tương đương với cac bộ phân tich ngữ nghĩa được phat triển cho chinh lĩnh vực đo."
2388743,14127,235,docrep: A lightweight and efficient document representation framework,2014,"Modelling linguistic phenomena requires highly structured and complex data representations. Document representation frameworks (DRFs) provide an interface to store and retrieve multiple annotation layers over a document. Researchers face a difficult choice: using a heavy-weight DRF or implement a custom DRF. The cost is substantial, either learning a new complex system, or continually adding features to a home-grown system that risks overrunning its original scope. We introduce DOCREP, a lightweight and efficient DRF, and compare it against existing DRFs. We discuss our design goals and implementations in C++, Python, and Java. We transform the OntoNotes 5 corpus using DOCREP and UIMA, providing a quantitative comparison, as well as discussing modelling trade-offs. We conclude with qualitative feedback from researchers who have used DOCREP for their own projects. Ultimately, we hope DOCREP is useful for the busy researcher who wants the benefits of a DRF, but has better things to do than to write one."
2594082,14127,235,3arif: A Corpus of Modern Standard and Egyptian Arabic Tweets Annotated for Epistemic Modality Using Interactive Crowdsourcing,2014,"We present 3arif 1 , a large-scale corpus of Modern Standard and Egyptian Arabic tweets annotated for epistemic modality 2 . To create 3arif , we design an interactive crowdsourcing annotation procedure that splits up the annotation process into a series of simplified questions, dispenses with the requirement for expert linguistic knowledge and captures nested modality triggers and their attributes semiautomatically."
2593896,14127,235,Arabic Morphological Analyzer with Agglutinative Affix Morphemes and Fusional Concatenation Rules,2012,"Current concatenative morphological analyzers consider prefix, suffix and stem morphemes based on lexicons of morphemes, and morpheme concatenation rules that determine whether prefix-stem, stem-suffix, and prefix-suffix concatenations are allowed. Existing affix lexicons contain extensive redundancy, suffer from inconsistencies, and require significant manual work to augment with clitics and partial affixes if needed. Unlike traditional work, our method considers Arabic affixes as fusional and agglutinative, i.e. composed of one or more morphemes, introduces new compatibility rules for affix-affix concatenations, and refines the lexicons of the SAMA and BAMA analyzers to be smaller, less redundant, and more consistent. It also automatically and perfectly solves the correspondence problem between the segments of a word and the corresponding tags, e.g. part of speech and gloss tags. Title and Abstract in another language, L2 (optional, and on same page) BAMA SAMA"
1795282,14127,235,Enriching Wikipedia's Intra-language Links by their Cross-language Transfer,2014,"Although hyperlinks enhance the utility of Wikipedia, embedding them in articles imposes a burden on contributors. To alleviate this burden as well as enrich hyperlinks in Wikipedia articles, we propose a method for transferring intra-language links between different-language articles linked via an interlanguage link. The method avoids anchor selection and disambiguation problems by which usual wikification methods are affected, by exploiting the analogy between different language editions of Wikipedia. The effectiveness of the method was demonstrated through an experiment of transferring intra-language links from English to Japanese. It increased the number of intra-language links in Japanese articles by 40.9%, and the accuracy of anchors selected was estimated to be 96.3%."
1790460,14127,65,You just do not understand me! Speech Recognition in Human Robot Interaction,2014,"Speech Recognition has not fully permeated in our interaction with devices. Therefore we advocate a speech recognition friendly artificial language (ROILA) that initially was shown to outperform English, however under constraints. ROILA is intended to be used to talk to robots and therefore in this paper we present an experimental study where the recognition of ROILA is compared to English when speech is input using a robot's microphones and both when the robot's head is moving and stationary. Our results show that there was no significant difference between ROILA and English but that the type of microphone and robot's head movement had a significant effect. In conclusion we suggest implications for Human Robot (Speech) Interaction."
2627679,14127,235,Flexible Japanese Sentence Compression by Relaxing Unit Constraints,2012,"Sentence compression is important in a wide range of applications in natural language processing. Previous approaches of Japanese sentence compression can be divided into two groups. Word-based methods extract a subset of words from a sentence to shorten it, while bunsetsubased methods extract a subset of bunsetsu (where a bunsetsu is a text unit that consists of content words and following function words). Basically, bunsetsu-based methods perform better than word-based methods. However, bunsetsu-based methods have the disadvantage that they cannot drop unimportant words from each bunsetsu because they have to follow constraints under which each bunsetsu is treated as a unit. In this paper, we propose a novel compression method to overcome this disadvantage. Our method relaxes the constraints using Lagrangian relaxation and shortens each bunsetsu if it contains unimportant words. Experimental results show that our method effectively compresses a sentence while preserving its important information and grammaticality."
624407,14127,235,Lexico-syntactic text simplification and compression with typed dependencies,2014,"We describe two systems for text simplification using typed dependency structures, one that performs lexical and syntactic simplification, and another that performs sentence compression optimised to satisfy global text constraints such as lexical density, the ratio of difficult words, and text length. We report a substantial evaluation that demonstrates the superiority of our systems, individually and in combination, over the state of the art, and also report a comprehension based evaluation of contemporary automatic text simplification systems with target non-native readers."
2591608,14127,235,Multi-way Tensor Factorization for Unsupervised Lexical Acquisition,2012,"This paper introduces a novel method for joint unsupervised aquisition of verb subcategorization frame (SCF) and selectional preference (SP) information. Treating SCF and SP induction as a multi-way co-occurrence problem, we use multi-way tensor factorization to cluster frequent verbs from a large corpus according to their syntactic and semantic behaviour. The method extends previous tensor factorization approaches by predicting whether a syntactic argument is likely to occur with a verb lemma (SCF) as well as which lexical items are likely to occur in the argument slot (SP), and integrates a variety of lexical and syntactic features, including co-occurrence information on grammatical relations not explicitly represented in the SCFs. The SCF lexicon that emerges from the clusters achieves an F-score of 68.7 against a gold standard, while the SP model achieves an accuracy of 77.8 in a novel evaluation that considers all of a verb’s arguments simultaneously."
2594059,14127,235,Detection of Acoustic-Phonetic Landmarks in Mismatched Conditions using a Biomimetic Model of Human Auditory Processing,2012,"Acoustic-phonetic landmarks provide robust cues for speech recognition and are relatively invariant between speakers, speaking styles, noise conditions and sampling rates. The ability to detect acoustic-phonetic landmarks as a front-end for speech recognition has been shown to improve recognition accuracy. Biomimetic inter-spike intervals and average signal level have been shown to accurately convey information about acoustic-phonetic landmarks. This paper explores the use of inter-spike interval and average signal level as input features for landmark detectors trained and tested on mismatched conditions. These detectors are designed to serve as a front-end for speech recognition systems. Results indicate that landmark detectors trained using inter-spike intervals and signal level are relatively robust to both additive channel noise and changes in sampling rate."
