ID_Article,communityId,ID_RelatedVenue,title,year,abstract
1691234,15237,8228,Design and assessment of a pure hydrodynamic microfluidic switch,2013,"The feasibility of using microfluidic technologies for communication and networking among Labs-On-a-Chip (LoCs), in order to increase reusability, their effectiveness and flexibility, has been already demonstrated in recent works. LoCs are devices, in the size of few centimeters, characterized by μ-scale channels in which small volumes of fluids, either in the form of a continuous stream or of sequences of discrete droplets, move in order to deliver chemical or biological samples to a given destination entity in the microfluidic circuit. They are usually realized through monolithic devices. Samples are processed by passing them through a preset sequence of fixed microfluidic channels. We propose and assess a pure-hydrodynamic switching element in which the path followed by a sample can be controlled through a series of junctions simply modulating the distance between droplets flowing in the microfluidic channel."
1737603,15237,8335,A low-latency asynchronous interconnection network with early arbitration resolution,2014,"A new asynchronous arbitration node is introduced for use as a building block in an asynchronous interconnection network. The target network topology is a variant Mesh-of-Trees (MoT), combining a binary fan-out (i.e. routing) network and a binary fan-in (i.e. arbitration) network, which is becoming widely used for multi-core shared-memory interfaces. The two key features are: (i) each fan-in node can resolve its arbitration and pre-allocate the corresponding input channel, before the actual data arrives; and (ii) a lightweight shadow monitoring network fast forwards information as soon as data enters the network without synchronization to a fixed-rate clock, notifying each fan-in node on its path to enable the early arbitration. Simulations of the new arbitration node, using IBM 90nm technology and an ARM standard cell library, indicate latency reductions up to 54.4% over prior designs, while maintaining roughly comparable throughput. Network-level simulations were then performed on eight diverse synthetic benchmarks, comparing the new approach (early arbitration) with two earlier alternative asynchronous MoT networks (baseline and predictive), using a mix of random and deterministic traffic. Considerable improvements in system latency were obtained on all benchmarks, ranging from 13.0% to 38.7%, with especially strong benefits for the two most adversarial benchmarks."
1492034,15237,8335,HDTV1080p HEVC Intra encoder with source texture based CU/PU mode pre-decision,2014,"HEVC doubles the coding efficiency with more than 4x coding complexity as compared to H.264/AVC. To alleviate the burden of Intra encoder, we estimate the RD-cost from the source image textures, and dynamically select two promising CU/PU mode candidates to execute exhaustive RDO processing. As integrated in our hardwired encoder, the averaged 61.7% computation complexity was saved with 4.53% rate augment. With TSMC 90nm technology, the real-time encoder for HDTV1080p at 44fps is implemented with 2269k-gate at 357MHz operating frequency."
1638713,15237,8335,A volume diagnosis method for identifying systematic faults in lower-yield wafer occurring during mass production,2014,"This work focuses on volume diagnosis for identifying systematic faults in lower-yield wafers, whose yields are lower than baseline level due to systematic faults during mass production. We develop a model-based volume diagnosis method. To diagnose accurately using the fail data with one lower-yield wafer, we apply modeling techniques for handling pseudo-faults and random faults in the fail data. Experimental results show our method's efficiency; we succeeded in identifying the failure layer for 20/22 data sets with actual lower-yield wafers."
2131685,15237,8335,A fast approximation technique for power grid analysis,2011,"In this paper, we present a fast approximation algorithm for computing IR drops in a VLSI power grid. Assuming that the grid does not have pathological defects, the algorithm can estimate IR drops to within 5% average error, with a run time of less than one second per million nodes. Incremental recomputations with new current source values are even faster. The IR drop profiles have excellent correlation with simulated values, making this approach a viable platform for building automatic grid optimization algorithms."
2363464,15237,8335,A unified online directed acyclic graph flow manager for multicore schedulers,2014,"Numerous Directed-Acyclic Graph (DAG) schedulers have been developed to improve the energy efficiency of various multi-core systems. However, the DAG monitoring modules proposed by these schedulers make a priori assumptions about the workload and relationship between the task dependencies. Thus, schedulers are limited to work on a limited subset of DAG models. To address this problem, we propose a unified online DAG monitoring solution independent from the connected scheduler and able to handle all possible DAG models. Our novel low-complexity solution processes online the DAG of the application and provides relevant information about each task that can be used by any scheduler connected to it. Using H.264/AVC video decoding as an illustrative application and multiple configurations of complex synthetic DAGs, we demonstrate that our solution connected to an external simple energy-efficient scheduler is able to achieve significant improvements in energy-efficiency and deadline miss rates compared to existing approaches."
2170731,15237,8335,Fault simulation and test generation for clock delay faults,2011,"In this paper, we investigate the effects of delay faults on clock lines under launch-on-capture test strategy. In this fault model we assume that scan-in and scan-out operations, being relatively slow, can perform correctly even in the presence of a fault. However, a flip-flop may fail to capture a value at correct timing during system clock operation, thus requiring the use of launch-on-capture test strategy to detect such a fault. In the paper, we first show simulation results providing a relation between the duration of the delay and difficulty of detecting such faults in the launch-on-capture test. Next, we propose test generation methods to detect such clock delay faults, and show some experimental results to establish the effectiveness of our methods."
1273914,15237,8335,Performance estimation of embedded software with confidence levels,2012,"Since time constraints are a very critical aspect of an embedded system, performance evaluation can not be postponed to the end of the design flow, but it has to be introduced since its early stages. Estimation techniques based on mathematical models are usually preferred during this phase since they provide quite accurate estimation of the application performance in a fast way. However, the estimation error has to be considered during design space exploration to evaluate if a solution can be accepted (e.g., by discarding solutions whose estimated time is too close to constraint). Evaluate if the possible error can be significant analyzing a punctual estimation is not a trivial task. In this paper we propose a methodology, based on statistical analysis, that provides a prediction interval on the estimation and a confidence level on meeting a time constraint. This information can drive design space exploration reducing the number of solutions to be validated. The results show how the produced intervals effectively capture the estimation error introduced by a linear model."
2504537,15237,8494,Novel MIMO 4-DOF position control for Capsule Endoscope,2011,"In this paper, a novel actuation system for Wireless Capsule Endoscopes (WCE) based on magnetic levitation is proposed. This study focuses on the design of a multi-input, multi-output (MIMO), controller to maintain a desired position and orientation of the capsule relative to the movable electromagnet frame so that it can navigate the intestine by moving this frame and/or the patient. Tracking algorithms for the linear controller based on pole placement, entire eigenstructure assignment (EEA), and linear quadratic regulator (LQR) techniques are designed and simulated using Matlab/Simulink. Simulation results suggest that the LQR controller can be used for capsule actuation."
2230375,15237,8335,Pruning-based trace signal selection algorithm,2011,"To improve the observability in the post-silicon validation, how to select the limited trace signals effectively for the data acquisition is the focus. This paper proposes an automated trace signal selection algorithm, which uses the pruning-based strategy to reduce the exploration space. The experiments indicate that the proposed algorithm can bring higher restoration ratios, and it is more effective compared to existing methods."
