ID_Article,communityId,ID_RelatedVenue,title,year,abstract
864433,14010,11104,"Satellite image interpretation for tectonic analysis of the Urmia region, northwestern Iran",2012,Lake Urmia in northwestern Iran (West Azerbaijan Province) is one of the great hypersaline lakes of the world. The approximate area of this salty lake is 5000 km 2  with average depth of 6 m. The Urmia Lake has shrunk dramatically due to several factors during last decades. In the Lake Urmia region a Cenozoic island arc complex within the Zagros Orogenic Belt was formed by northeastward subduction of the Neo-Tethyan oceanic plate beneath central Iran. The lake is therefore located in the fore-arc basin of the Sahand Magmatic Arc (Fig. 1).
1003113,14010,11104,A novel approach in regional tuna fisheries management using low resolution satellite data: A case study for the Gulf of Guinea,2012,"The tuna fisheries in the Gulf of Guinea provides huge economic benefits through fish trade and food security. The region, an important spawning site and migratory path for three dominant tuna species i.e. Skipjack (Katsuwonus pelamis), Yellowfin (Thunnus albacares) and Bigeye (Thunnus obesus), has high incidence of illegal fishing practices, in addition to poor surveillance and monitoring of fisheries resources. Adopting conservation methods for effective management of the tuna fisheries requires an understanding of their thermal preference, foraging behaviour and migratory patterns. Using tuna catch data from 2004 to 2006 in the eastern equatorial Atlantic we have described the spatial distribution of tuna catch and thermal range associated with these distribution from low resolution remotely sensed sea surface temperature data. Tuna in the equatorial Atlantic are concentrated at the major upwelling centers off the coast of Ghana and equatorial Atlantic at surface temperatures of 23 to 28°C."
2381204,14010,11104,Study of the Oyu Tolgoi Cu-Au deposit characteristics using mult-spectral ASTER data,2012,"In this study, ASTER data was analyzed to extract spectral characteristics of the Oyu Tolgoi porphyry Cu-Au deposit region in Mongolia. We proposed extraction model of alteration zone and silicate mineral zone by using various band ratio logical operator. The central Oyu tolgoi deposit is associated with advanced argillic alteration. The south and southwest deposits are associated with phyllic alteration. Khan Bogd is associated with alkali feldspar minerals. The results show that these techniques have potentials in mineral prognostication."
1524550,14010,8441,Control systems engineering for understanding and optimizing smoking cessation interventions,2013,"Cigarette smoking remains a major public health issue. Despite a variety of treatment options, existing intervention protocols intended to support attempts to quit smoking have low success rates. An emerging treatment framework, referred to as adaptive interventions in behavioral health, addresses the chronic, relapsing nature of behavioral health disorders by tailoring the composition and dosage of intervention components to an individual's changing needs over time. An important component of a rapid and effective adaptive smoking intervention is an understanding of the behavior change relationships that govern smoking behavior and an understanding of intervention components' dynamic effects on these behavioral relationships. As traditional behavior models are static in nature, they cannot act as an effective basis for adaptive intervention design. In this article, behavioral data collected daily in a smoking cessation clinical trial is used in development of a dynamical systems model that describes smoking behavior change during cessation as a self-regulatory process. Drawing from control engineering principles, empirical models of smoking behavior are constructed to reflect this behavioral mechanism and help elucidate the case for a control-oriented approach to smoking intervention design."
2571970,14010,11104,Flower species identification and coverage estimation based on hyperspectral remote sensing data,2011,"Monitoring grass species and coverage accurately makes a significant contribution to species diversity research and sustainable development of grassland ecosystem. Plants grown in grassland usually own unique spectral characteristics in florescence. Compared with the nutrient stage, species are more easily identified during florescence. In this study, flowers such as Galium verum Linn., Hemerocallis citrina Baroni, Serratula centauroides Linn., Clematis hexapetala Pall., Lilium concolor var. pulchellum, Lilium pumilum and Artemisia frigida Willd. Sp. Pl. were identified, using some canopies spectra analysis and feature extraction methods. Validation shows that when the coverage of flowers is greater than 10%, the accuracy of identification methods will be higher than 90%. Based on this result, linear unmixing model is adopted to calculate the area ratios of flowers in quadrates. Results show that linear unmixing model is an effective method for estimating the coverage of grassland flowers with the mean retrieval error of about 4%."
1633972,14010,11104,Remote sensing study of the seasonal distribution of phytoplankton groups in the South China Sea,2012,"Distribution of phytoplankton groups in the South China Sea (SCS) is retrieved from the Sea-viewing Wide Field-of-view Sensor (SeaWiFS) data using a classification method named PHYSAT. Four major phytoplankton groups including haptophytes, Prochlorococcus, Synechococcus-like cyanobacteria and diatoms are distinguished. It is found that the Prochlorococcus and Synechococcus-like cyanobacteria are the dominant species over the deep basin in the SCS, while the haptophytes and diatoms prevail along the coastal area, which is consistent with the previous reports. We also compare monthly distribution of phytoplankton groups. From November to February, Prochlorococcus is the dominant over the entire SCS. The haptophytes is the dominant species along the coast of China. The dominant species is diatoms along the southeast of Vietnam. From March to June, both Prochlorococcus and Synechococcus-like cyanobacteria cover the entire SCS and the area dominated by haptophytes decreases. Instead of haptophytes, the diatoms become the dominant phytoplankton group along the coast of China. Large patches of Synechococcus-like cyanobacteria cover continental slope of the northwestern SCS during July and August. Haptophytes and Prochlorococcus accumulate in the east of Vietnam in August. The Synechococcus-like cyanobacteria starts to extend towards the southern of SCS during September."
1715239,14010,8441,"Optogenetic control of live skeletal muscles: Non-invasive, wireless, and precise activation of muscle tissues",2013,"Optogenetics is an emerging new technology for controlling live cell function with light. Skeletal muscles are genetically coded to express light-sensitive proteins so that the cell's behavior may be altered by illuminating a targeted portion of the cell. Optogenetic control provides a non-invasive, wireless, and fast control method with high spatiotemporal resolution. This paper presents the technology, experimental test, and potential applications of optogenetic control of skeletal muscles. The authors' research team has recently succeeded in controlling the contraction of skeletal muscle tissues with light by using the light-sensitive protein Channelrhodopsin 2 (ChR2). Precursors of skeletal cells, myoblasts, are transfected with ChR2, creating ion channels on the cell membrane that conduct cations when exposed to blue light. Experiments show that targeted skeletal muscles are activated rapidly and precisely with high spatiotemporal resolution. Dynamics of optogenetically controlled skeletal muscles are characterized based on system identification. Two potential applications are addressed. One is muscle-on-a-chip drug screening for evaluating potential hazards of a drug on muscular function, and the other is multi-DOF robotic devices powered by bio-artificial muscles controlled with targeted light illumination."
1578953,14010,8441,Passive Force/Velocity Field Control for contour tracking of constrained robots,2013,"Passive Force Velocity Field Control (PFVFC) renders tracking along tangent of the contour, with low normal velocity regime, which is of particular interest for constrained tasks. Despite the evident advantageous characteristics of PFVFC, the original pioneering approach by Li&Horowitz has shown limitation for implementation. In this paper, a simpler yet faster and robust PFVFC is proposed for exponential contour force-velocity-position tracking. A regressor-free second order sliding mode is presented to produce an invariant error manifold for all time and for any initial condition. In this way, the robot velocity is immersed all time in the Passive Force-Velocity Field (PFVF), which is based on a fuzzy aggregation of orthogonal decomposition of the holonomic constraint that models the contour. In contrast to the original approach, our scheme does neither require the virtual fly wheel subsystem nor robot dynamic model nor derivative of the field. In this sense we argue our approach stands for a novel PFVFC, not a betterment nor extension of the Li&Horowitz one. Simulations for 2D and 3D robots are presented and discussed, which show the feasibility and viability of the proposed approach."
2482162,14010,11104,What is the value added of 4 bands within the submetric remote sensing of tropical coastscape? QuickBird-2 vs WorldView-2,2011,"The seamless tropical coastscape was investigated in comparing remotely-sensed by-products derived from the spaceborne 8 band WorldView-2 (WV-2) and the 4 band QuickBird-2-like (QB-2-like) sensors. The value added of the 4 bands allowed both land and water surveys to be significantly improved. The WV-2-derived NDVI means were more correlated (R 2 =0.96) with in situ “greenness” than those of QB-2-like (R 2 =0.89), and the WV-2-derived NDVI standard deviations were systematically inferior to those of QB-2-like. The cross-validation of the bathymetric products indicated a better performance of WV-2 (R 2 =0.76; maximum depth, 9.4 m) than QB-2-like (R 2 =0.74; maximum depth, 8.9 m). Results of classification showed that land cover was best mapped by WV-2 with the Neural Network algorithm (8 classes, kappa=0.92), and seafloor cover (resulting from an underwater radiative transfer model) was best classified by WV-2 trained with Support Vector Machine (6 classes, kappa=0.76). These improvements were then discussed based upon their spectral properties."
2252404,14010,8441,Hybrid model predictive control for optimizing gestational weight gain behavioral interventions,2013,"Excessive gestational weight gain (GWG) represents a major public health issue. In this paper, we pursue a control engineering approach to the problem by applying model predictive control (MPC) algorithms to act as decision policies in the intervention for assigning optimal intervention dosages. The intervention components consist of education, behavioral modification and active learning. The categorical nature of the intervention dosage assignment problem dictates the need for hybrid model predictive control (HMPC) schemes, ultimately leading to improved outcomes. The goal is to design a controller that generates an intervention dosage sequence which improves a participant's healthy eating behavior and physical activity to better control GWG. An improved formulation of self-regulation is also presented through the use of Internal Model Control (IMC), allowing greater flexibility in describing self-regulatory behavior. Simulation results illustrate the basic workings of the model and demonstrate the benefits of hybrid predictive control for optimized GWG adaptive interventions."
