ID_Article,communityId,ID_RelatedVenue,title,year,abstract
1890831,15258,9836,"CPUs, GPUs, and Hybrid Computing",2011,This introduction to the special issue discusses advances and challenges in the field of hybrid CPU/GPU computing.
1032023,15258,9836,Big Chips and Beyond,2011,"This column addresses the issues facing microarchitecture and processor design, including and beyond big chips."
2136905,15258,9836,Standardization Skullduggery Revisited,2011,This paper discusses some of the ways of increasing income streams from patents those are needed to implement IEEE standards.
1148696,15258,9836,Steve Jobs and the Economics of One Entrepreneur,2011,"This column explores Steve Jobs' entrepreneurship and impact, covering various successes and setbacks over his career."
1432892,15258,9836,The Wi-Fi Journey,2011,"This column discusses The Innovation Journey of Wi-Fi: The Road To Global Success, which details the origins of Wi-Fi."
1561359,15258,9836,"Effective Communication [review of .....Trees, Maps, and Theorems: Effective Commuincation for Rational Minds (Doumont, J.-L.; 2009)]",2011,"This column reviews Trees, Maps, and Theorems: Effective Communication for Rational Minds, which discusses effective communication methods."
881885,15258,11330,Author retrospective for cooperative cache partitioning for chip multiprocessors,2014,"In this paper, we reflect on our experiences and the lessons learned in designing and evaluating the cooperative cache partitioning technique for chip multiprocessors."
1507628,15258,9836,Hot Chips 22,2011,This introduction to the special issue on Hot Chips 22 briefly discusses the conference and introduces the articles selected for publication.
1403696,15258,9836,Hot Chips 23,2012,This introduction to the special issue on Hot Chips 23 briefly discusses the conference and introduces the articles selected for publication.
1565312,15258,9836,An Honest Policy Wonk,2011,"This column addresses regulatory capture, examining when the regulatory environment works in spite of it due to the presence of an honest policy wonk."
2502769,15258,9748,Improving Perfect Parallelism,2013,We reconsider the familiar problem of executing a perfectly parallel workload consisting of N independent tasks on a parallel computer with P << N processors. We show that there are memory-bo ...
1716237,15258,23836,HCW 2012 Keynote Talk: Analyzing massive data using heterogeneous computing,2012,Summary form only given. The keynote speach was not made available for publication as part of the conference proceedings. Only a professional biography of the speaker is presented.
1559018,15258,9836,"New Blood, Cool Chips, and Heterogeneous Designs",2011,"This column discusses cool chips, and their place in the history of computing and current heterogeneous systems. This column also introduces the new Editorial Board members."
641199,15258,9836,The Secret Life of Wally Madhavani,2012,"Borrowing The Secret Life of Walter Mitty by James Thurber, this column explores what a typical day would be like for a Mitty-like programmer in the Silicon Valley of today."
1853843,15258,9836,Asymptotic stability of the positive switched 2D linear systems described by the Roesser models,2011,The positive switched 2D linear systems described by the Roesser models are addressed. Necessary and sufficient conditions for the asymptotic stability of the positive switched 2D linear systems described by the Roesser models for any switching are established. The considerations are illustrated by numerical examples.
1163989,15258,122,Programming parallel embedded and consumer applications in OpenMP superscalar,2012,"In this paper, we evaluate the performance and usability of the parallel programming model OpenMP Superscalar (OmpSs), apply it to 10 different benchmarks and compare its performance with corresponding POSIX threads implementations."
769259,15258,122,Verification of software barriers,2012,This paper describes frontiers in verification of the software barrier synchronization primitive. So far most software barrier algorithms have not been mechanically verified. We show preliminary results in automatically proving the correctness of the major software barriers.
1653677,15258,8912,The architecture of a resilience infrastructure for computing and communication systems,2013,The resilience infrastructure is a physically and functionally separate add-on to a “Client” computing and/or communication system that provides resilience to the Client system. This short paper summarizes the main features of the architecture of a resilience infrastructure.
1290026,15258,20774,Brief announcement: a partitioned ticket lock,2011,"We introduce the partitioned ticket lock, a first-in-first-enabled FIFO lock with semi-local spinning. Our lock has fixed memory over-head, is extremely simple, and exhibits performance competitive with other local spinning locks."
897047,15258,11330,Author retrospective for search and replication in unstructured peer-to-peer networks,2014,"Does academic research impact popular open-source peer-to-peer systems? Looking back, we find that the simple technique expanding ring does find its use in Gnutella and many other contexts."
1031374,15258,9836,Hot Chips and Remembering a Pioneer,2011,This column briefly introduces the issue's selections from the 22nd annual Hot Chips conference. It also discusses the IEEE's new B. Ramakrishna Rau Award and solicits appropriate nominations.
2174220,15258,9836,Gestures recognition by using ultrasonic range-finders,2011,In this paper an approach to gesture recognition is presented. It is based on application of simple ultrasonic range-finders. A set of five gestures is described which can be distinguish in this way. The described method has been implemented for a mobile robot PeopleBot.
2322741,15258,20754,Data Provenance and Security,2011,"An unanticipated consequence of the Internet age is a pervasive loss of context. Users and organizations receive information in incredible volumes from both internal processes and far-flung, untrusted, and sometimes unknown sources."
1841072,15258,122,Weak atomicity under the x86 memory consistency model,2011,"We consider the problem of building a weakly atomic Software Transactional Memory (STM), that provides Single (Global) Lock Atomicity (SLA) while adhering to the x86 memory consistency model (x86-MM)."
1432465,15258,11330,Author retrospective for a global resource-constrained parallelization technique,2014,"Looking back over the last 25 years, we will reflect below on our 1989 paper, A global resource-constrained parallelization technique published in the Third International Conference on Supercomputing, held in Crete, June 1989."
2264055,15258,8912,A new symbolic approach for network reliability analysis,2012,"In this paper we propose an improved BDD approach to the network reliability analysis, that allows the user to compute an exact solution or an approximation based on reliability bounds when network complexity makes the former solution practically impossible."
1684842,15258,22288,A Theoretical Approach to the Data-Oriented Scheduling Strategies across Multiple Clouds,2013,This paper proposes a decentralized scheduling architecture across multiple clouds with data-oriented strategies. A theoretical model is especially presented to determine the optimal cardinality of the clouds set which is used to accomplish the task.
1761528,15258,20754,A Comparison of Intrusion-Tolerant System Architectures,2011,"With the advancing sophistication of security attacks, protecting open systems is increasingly challenging. Intrusion tolerance should be part of overall in-depth security. This article compares three types of intrusion tolerant system architectures."
1642416,15258,9836,"Top Picks, Columnists, and Artists",2012,This column discusses the process of choosing articles from the computer architecture conferences of 2011 for the Top Picks issue. It also acknowledges the 100th column of Micro Economics and the new cover artist for IEEE Micro.
2124705,15258,20754,Ethics in Data Sharing: Developing a Model for Best Practice,2014,"As an outcome of a seminar on the 'Ethics in Data Sharing', we sketch a model of best practice for sharing data in research. We illustrate this model with two current and timely real-life cases from the context of computer and network security."
2916707,15258,22288,Attribute characteristics of combined formal contexts,2012,"The combination and decomposition of database are two important problems in knowledge discovery and data mining, and their mathematic model are the combination and decomposition of information tables. In this paper, by giving the definitions of object-combined formal contexts and attribute-combined formal contexts, we discuss the relationship of attribute characteristic between object-combined formal contexts and the original formal contexts, attribute-combined formal contexts and the original formal contexts, respectively."
2266104,15258,22288,Control algorithm based on shape recognition,2011,"This paper compared and improved different control algorithm in flatness measurement system. And an improved threshold control algorithm was proposed, based on simple moving average algorithm. Experimental data show that the improved algorithm has good stability and controllability in flatness measurement system."
2974885,15258,22288,Study of soft sets category and it's properties,2012,"Because soft set and information system are both dealing with objects and attributes or parameters, they must have the intimate connections. However, this connection is still not completely understood. we will study the relations between soft set and information system. In this paper, The category SS(U) of soft sets over U is discussed, then we prove that the category SS(U) is a topos."
1997829,15258,8912,MILS-related information flow control in the avionic domain: A view on security-enhancing software architectures,2012,Electronic architectures in the aerospace domain get more and more integrated and interconnected due to functional and architectural reasons. Such a tight integration raises the need to control information flows between different security domains on-board and off-board aircraft.
2543276,15258,9748,Plasma: Shared Memory Dynamic Allocation and Bank-Conflict-Free Access in GPUs,2012,In this paper we present a library for shared-memory dynamic allocation and bank-conflict free accesses for NVIDIA GPUs. The system allows an order of magnitude faster pointer chasing operations for small and medium sized arrays.
2024457,15258,23836,Cyberinfrastructure Usage Modalities on the TeraGrid,2011,"This paper is intended to explain how the Tera Grid would like to be able to measure usage modalities. We would like to (and are beginning to) measure these modalities to understand what objectives our users are pursuing, how they go about achieving them, and why, so that we can make changes in the Tera Grid to better support them."
935521,15258,9704,New bounds for the Relaxed Traveling Tournament Problems using an artificial immune algorithm,2011,"In this paper we tackle the Relaxed Traveling Tournament Problem by an artificial immune algorithm. We introduce new moves that allow the algorithm to group byes when it is useful. We have tested the algorithm in the recently proposed instances of the problem, the results obtained are very encouraging."
2916381,15258,22288,An approach to improve process algebra based protocol composition model,2012,"On basis of analyzing a CSP based protocol composition model, we make the improvement from basic components, combined component interaction rules, responder process, and add in responder interactive process and data receiving process, in order to make this model more completeness."
429761,15258,22288,A simulation knowledge management system with the application of semantic matching algorithm based on ontology,2014,"With the rapid development of simulation science, knowledge reuse in this domain becomes a challenge. This paper concentrates on the system design of a simulation knowledge base management system. Furthermore, a semantic matching algorithm based on ontology has also been proposed for simulation knowledge retrieval."
2254383,15258,9836,Singularities in feedback linearisation of an underactuated 3-link pendulum,2011,Paper presents global feedback linearisation problem for a 3-link underactuated pendulum. Singularities of decoupling matrix are analysed and removed by additional physical parameters requirements. Preliminaries for the class of nonlinear singularity-free feedback linearisation controlled systems are estimated.
1013577,15258,11330,Author retrospective on energy conservation techniques for disk array-based servers,2014,"This is a retrospective on our original paper titled Energy Conservation Techniques for Disk Array-based Servers, which was published in the Proceedings of the International Conference on Supercomputing in 2004.   Original paper: http://dx.doi.org/10.1145/2591635.2591666"
2679663,15258,20358,Designing a high-performance mobile cloud web browser,2014,"A mobile cloud web browser is a web browser that enables mobile devices with constrained resources to support complex web pages by performing most of resource demanding operations on a cloud web server. In this paper, we present a design of a mobile web cloud browser with efficient data structure."
2293676,15258,9836,Topological derivatives for contact problems in ℝ 3,2011,Formulae for the first order expansions of the Steklov-Poincare operators in the case of the Laplace operator and of the elasticity boundary value problems in singularly perturbed domains in ℝ 3  are presented. Such expansions are required for the evaluation of topological derivatives of the energy shape functionals.
2036670,15258,122,Mechanizing the expert dense linear algebra developer,2012,The efforts of an expert to parallelize and optimize a dense linear algebra algorithm for distributed-memory targets are largely mechanical and repetitive. We demonstrate that these efforts can be encoded and automatically applied to obviate the manual implementation of many algorithms in high-performance code.
2138873,15258,23749,Pseudo Random Number Generation for Parallelized Jobs on Clusters,2012,"Pseudo random number generators designed for use in programs to be run serially do not function as intended when multiple instances of the programs are run in parallel. We discuss two techniques to address this issue. Further, we verify our techniques using a case study involving statistical analysis."
1920792,15258,9836,Frequency response identification in the case of periodic disturbances,2011,In the paper an approach to discrete-time frequency response identification in the case of periodic disturbances is presented. A focus on almost sure convergence of the identified discrete-time frequency response to true plant is given. The presented discussion is illustrated by an example showing effectiveness of the presented approach.
1414525,15258,20649,Architecting Dynamic Power Management to be Formally Verifiable,2014,"Many computer systems employ dynamic power management (DPM) to maximize power efficiency. DPM offers great opportunities, but deploying it carries significant risks if the DPM scheme is not completely verified. We propose architecting the DPM scheme such that it can be formally verified regardless of the size of the system."
2129216,15258,9836,Top Picks from the 2011 Computer Architecture Conferences,2012,This special issue is the ninth in an important tradition in the computer architecture community: IEEE Micro's Top Picks from the Computer Architecture Conferences. This tradition provides a means for sharing a sample of the best papers published in computer architecture in 2011 with the IEEE Micro readership and researchers in the computer architecture community.
2053839,15258,122,Towards an energy estimator for fault tolerance protocols,2013,"Checkpointing protocols have different energy consumption depending on parameters like application features and platform characteristics. To select a protocol for a given execution, we propose an energy estimator that relies on an energy calibration of the considered platform and a user description of the execution settings."
1620460,15258,11330,Multi-layered unstructured mesh generation,2013,"Finite Element Mesh Generation is a critical component for many (bio-)engineering and science applications. In this project we will develop a novel framework for guaranteed quality mesh generation for 3D and 4D Finite Element (FE) analysis, able to scale to thousands of cores."
2921990,15258,22288,The research on the control algorithm of IOT based bicycle parking system,2012,"How to manage the bicycles in a university campus is a very big challenge. This paper suggests the Intelligent Bicycle Parking System based on IoT, and mainly discusses the logistic processes based on the Intelligent Bicycle Parking System, presents in detail the modules of composition and the algorithm of implement. Also, the paper illustrates the whole work flow of Bicycle Parking System and analyses the advantages of design."
923747,15258,11330,Addressing bandwidth contention in SMT multicores through scheduling,2014,"To mitigate the impact of bandwidth contention, which in some processes can yield to performance degradations up to 40%, we devise a scheduling algorithm that tackles main memory and L1 bandwidth contention. Experimental evaluation on a real system shows that the proposal achieves an average speedup by 5% with respect to Linux."
891050,15258,11330,The ARMv8 simulator,2013,"In this work, we implement an ARMv8 function and performance simulator based on gem5 infrastructure, which is the first open source ARMv8 simulator. All the ARMv8 A64 instructions other than SIMD are implemented using gem5 ISA description language. The ARMv8 simulator supports multiple CPU models, multiple memory systems, and McPAT power model."
909196,15258,8806,Inter cloud capable dynamic resource management with model of behavior,2013,"This paper introduces a dynamic load and power management (LPM) for virtual machines (VM), which can be used in inter cloud architectures. In addition, a model is introduced, which abstracts the behavior of the LPM concerning the server allocation. This model can be consulted for forecasts, with an average precision of 92%."
2969300,15258,22288,The credibility research of capability index system for weapon equipment SOS,2012,The capability index system of weapon equipment SoS is constructed in this paper. The questionnaire survey is taken to give out the comprehensive evaluations of credibility about weapon equipment SoS capability index system. The mean value method and factor analysis method are used to compute the credibility and the score are 4.03 and 4.04 respectively. The results demonstrate that the capability index system of weapon equipment SoS constructed in this paper is credible.
2973556,15258,22288,An integrated runtime monitoring method for Internet-Based Virtual Computing Environment,2012,"This paper designs a new integrated runtime monitoring method for the Internet-Based Virtual Computing Environment (iVCE). This method consolidates basic state monitoring of virtual resources and application state monitoring of virtual tasks. To validate our methodology, we developed a monitoring system for an iVCE testbed of more than 1000 nodes."
2438904,15258,20774,Brief announcement: cache-oblivious scheduling of streaming pipelines,2014,"This paper considers the problem of cache-obliviously scheduling streaming pipelines on uniprocessors with the goal of minimizing cache misses. Our recursive algorithm is not parameterized by cache size, yet it achieves the asymptotically minimum number of cache misses with constant factor memory augmentation."
2571876,15258,9836,Address Translation Aware Memory Consistency,2011,Computer systems with virtual memory are susceptible to design bugs and runtime faults in their address translation systems. Detecting bugs and faults requires a clear specification of correct behavior. A new framework for address translation aware memory consistency models addresses this need.
1478720,15258,9836,Top Picks [Guest editors' introduction],2011,This special issue is the eighth in an important tradition in the computer architecture community: IEEE Micro's Top Picks from the Computer Architecture Conferences. This tradition provides a means for sharing a sample of the best papers published in computer architecture during the past year with the IEEE Micro readership and researchers in the computer architecture community.
1962822,15258,9836,Constrained predictive control of a levitation system,2011,In this paper a method of an predictive controller design for the control of constrained MIMO levitation system is presented. The proposed control strategy is based on combining feedback linearization and LQ method with modifying reference signal allowing to keep variables inside constrained region.
2415576,15258,9836,Sparc T4: A Dynamically Threaded Server-on-a-Chip,2012,"The Sparc T4 is the next generation of Oracle's multicore, multithreaded 64-bit Sparc server processor. It delivers significant performance improvements over its predecessor, the Sparc T3 processor. The authors describe Sparc T4's key features and detail the microarchitecture of the dynamically threaded S3 processor core, which is implemented on Sparc T4."
2180887,15258,8228,Scheduling cloud applications under uncertain available bandwidth,2013,This paper introduces a task scheduler for clouds which considers that estimations of the available network bandwidth are not precise. The efficacy of the scheduler was evaluated with different type of applications and degree of uncertainty of available bandwidth estimations. Results show that the proposed scheduler is robust to imprecise input information.
1059838,15258,9475,Game couplings: Learning dynamics and applications,2011,"Modern engineering systems (such as the Internet) consist of multiple coupled subsystems. Such subsystems are designed with local (possibly conflicting) goals, with little or no knowledge of the implementation details of other subsystems. Despite the ubiquitous nature of such systems very little is formally known about their properties and global dynamics."
1274636,15258,9748,An OpenMP Analyzer for Detecting Concurrency Errors,2012,"With the increasing popularity of multi-core machines, more and more sequential programs are being parallelized using OpenMP. However, it is not easy for programmers to write parallel programs correctly. Concurrency errors, such as data races and deadlocks. This paper presents a novel technique to detect data races and deadlocks using hybrid program analysis."
1906600,15258,9836,Finite approximations of a discrete-time fractional derivative,2011,"This paper presents new results in finite-memory modeling of a discrete-time fractional derivative. The introduced normalized finite fractional derivative is shown to properly approximate its fractional derivative original, in particular in terms of the steady-state properties. A stability analysis is also presented as well as a recursive computation algorithm is offered for finite fractional derivatives."
1550697,15258,122,Programming with hardware lock elision,2013,We present a simple yet effective technique for improving performance of lock-based code using the  hardware lock elision  (HLE) feature in Intel's upcoming Haswell processor.   We also describe how to extend Haswell's HLE mechanism to achieve a similar effect to our lock elision scheme entirely in hardware.
1315375,15258,9836,What GPU Computing Means for High-End Systems,2011,"This column examines how GPU computing might affect the architecture of future exascale supercomputers. Specifically, the authors argue that a system with slower but better-balanced processors might yield higher performance and consume less energy than a system with very fast but imbalanced processors."
1385168,15258,9836,(Re)Designing Data-Centric Data Centers,2012,A grand challenge facing computing today is to design future systems to efficiently manage and harvest useful insights from the growing amount of information. Emerging technology inflections provide a unique opportunity to address this challenge through novel redesign at both the hardware and software levels.
1649009,15258,9836,The GreenDroid Mobile Application Processor: An Architecture for Silicon's Dark Future,2011,This article discusses about Greendroid mobile Application Processor. Dark silicon has emerged as the fundamental limiter in modern processor design. The Greendroid mobile application processor demonstrates an approach that uses dark silicon to execute general-purpose smart phone applications with less energy than today's most energy efficient designs.
1273498,15258,23497,Research directions for 21st century computer systems: asplos 2013 panel,2013,"Four recent efforts call out architectural challenges and opportunities up and down the software/hardware stack. This panel will discuss,  What should the community do to facilitate, transcend, or refute these partially overlapping visions?  The panel is chaired by Mark D. Hill with other panel members not finalized for the ASPLOS'13 proceedings."
710572,15258,9836,Scalable and Efficient Fine-Grained Cache Partitioning with Vantage,2012,"The Vantage cache-partitioning technique enables configurability and quality-of-service guarantees in large-scale chip multiprocessors with shared caches. Caches can have hundreds of partitions with sizes specified at cache line granularity, while maintaining high associativity and strict isolation among partitions."
1073527,15258,22288,Introducing STRATOS: A Cloud Broker Service,2012,"This paper introduces a cloud broker service (STRATOS) which facilitates the deployment and runtime management of cloud application topologies using cloud elements/services sourced on the fly from multiple providers, based on requirements specified in higher level objectives. Its implementation and use is evaluated in a set of experiments."
2003074,15258,23836,A Codesigned Fault Tolerance System for Heterogeneous Many-Core Processors,2011,This paper presents an efficient fault tolerance system for heterogeneous many-core processors. The efficiencies and coverage of the presented fault tolerance are optimized by customizing the techniques for different types of components in the highest layers of system abstractions and codesigning the techniques in a way that separates algorithms and mechanisms.
1728295,15258,9748,Comparison Study of Scalable and Cost-Effective Interconnection Networks for HPC,2012,"This work attempts to compare size and cost of two network topologies proposed for large-radix routers: concentrated torus and dragonflies. We study and compare the scalability, cost and fault tolerance of each network. On average, we found that a concentrated torus can be a cost-efficient option for middle-range networks."
1017307,15258,11330,Author retrospective for bloom filtering cache misses for accurate data speculation and prefetching,2014,"In this paper, we provide the authors? retrospective analysis of the paper Bloom Filtering Cache Misses for Accurate Data Speculative and Prefetching which was published in the proceedings of 2002 International Conference on Supercomputing.   DOI: http://dx.doi.org/10.1145/514191.514219"
978844,15258,9836,"A Solid Past, A Vital Future",2011,"The new Editor in Chief of IEEE Micro introduces himself and the first issue of 2011. He thanks the outgoing Editor in Chief, David Albonesi, for his outstanding work during his tenure. He discusses developments to the magazine and future issues, and asks readers for their suggestions on topics the magazine should cover in coming issues."
1991618,15258,20649,Enforcing architectural contracts in high-level synthesis,2011,"We present a high-level synthesis technique that takes as input two  orthogonal  descriptions: (a) a behavioral architectural contract between the implementation and the user, and (b) a microarchitecture on which the architectural contract can be implemented. We describe a prototype compiler that generates control required to enforce the contract, and thus, synthesizes the pair of descriptions to hardware."
1831736,15258,8806,An XML-based protocol for improving trust negotiation between Web Services,2012,This paper aims to propose an XML-based protocol for two Web Services to utilise TN to establish a trust relationship between them. The main contribution of this protocol is towards preventing failed TN caused by the file format interoperability problem by checking file formats before TN processes. This will increase communication efficiency between WS.
915917,15258,22288,A Tiered Strategy for Auditing in the Cloud,2012,"In this paper, we outline a tiered approach to auditing information in the cloud. The approach provides perspectives on auditable events that may include compositions of independently formed audit trails. Filtering and reasoning over the audit trails can manifest potential security vulnerabilities and performance attributes as desired by stakeholders."
1724530,15258,122,Decomposition techniques for optimal design-space exploration of streaming applications,2013,"Streaming data programs are an important class of applications, for which queueing network models are frequently available. While the design space can be large, decomposition techniques can be effective at design space reduction. We introduce two decomposition techniques called convex decomposition and unchaining and present implications for a biosequence search application."
1235358,15258,9078,Diagonal vectorisation of 2-D wavelet lifting,2014,"With the start of the widespread use of discrete wavelet transform in image processing, the need for its efficient implementation is becoming increasingly more important. This work presents a novel SIMD vectorisation of 2-D discrete wavelet transform through a lifting scheme. For all of the tested platforms, this vectorisation is significantly faster than other known methods, as shown in the results of the experiments."
1862330,15258,8912,Latent fault detection in large scale services,2012,"Unexpected machine failures, with their resulting service outages and data loss, pose challenges to datacenter management. Existing failure detection techniques rely on domain knowledge, precious (often unavailable) training data, textual console logs, or intrusive service modifications."
1394676,15258,9772,Towards a performance-as-a-service cloud,2013,"Motivation  While the pay-as-you-go model of Infrastructure-as-a-Service (IaaS) clouds is more flexible than an in-house IT infrastructure, it still has a resource-based interface towards users, who can rent virtual computing resources over relatively long time scales. There is a fundamental mismatch between this resource-based interface and what users really care about: performance."
925695,15258,20338,OFSS: Skampling for the Flow Size Distribution,2014,"We introduce a new method for flow size estimation, the Optimised Flow Sampled Sketch, which combines the optimal properties of Flow Sampling with the computational advantages of a counter array sketch. Using Fisher Information as a definitive basis of comparison, we show that it is superior to alternatives in both model and traffic based comparisons."
1289612,15258,9748,A Theoretical Design for SSD Texture Storage,2012,"Large textures are becoming ubiquitous in good graphics. Modern textures are exceedingly beyond the size that can be stored on a GPU's memory. In this paper we present an idea for flash based texture storage on the graphics card, eliminating the need to traverse the system busses to get to hard disk or main memory."
2541847,15258,9836,Standardization Skullduggery Never Ends: Apple v. Motorola,2012,"In February 2012, Apple sued Motorola to block the latter's alleged standardization skullduggery of the 3G/UMTS technology. This column examines the charges and explores the issues of patent rights; standards-essential patents; and what are fair, reasonable, and nondiscriminatory (FRAND) terms and conditions."
2933876,15258,22288,Research of improved SVM model based on GA in E-learning emotion classification,2012,"Aiming at the problem of different learning emotions in the integrated emotion model of the emotion recognition interactive E-learning system, this paper proposed an improved SVM classification algorithm to classify the learning emotions, optimized the parameters of the SVM classifier with Genetic Algorithm, and applied it to the emotion classification of E-learning system. It has achieved good results based on relevant experiments."
1371377,15258,9748,PAPI-V: Performance Monitoring for Virtual Machines,2012,"This paper describes extensions to the PAPI hardware counter library for virtual environments, called PAPI-V. The extensions support timing routines, I/O measurements, and processor counters. The PAPI-V extensions will allow application and tool developers to use a familiar interface to obtain relevant hardware performance monitoring information in virtual environments."
